Lab Id,Laboratory
2277,"[Russian Federation, Khanty-Mansiysk] FBUZ gygiene and epidemiology centre Khanty-Mansi Au ..."
2278,"[Russian Federation, Samara] FBUZ gygiene and epidemiology centre samara oblast"
3256,"[Russian Federation, Moscow] FSBI NRCEM Gamaleya"
312,"[Russian Federation, Vladimir] Federal Centre for Animal Health (ARRIAH)"
3049,"[Russian Federation, Vladimir ] Federal Centre for Animal Health (ARRIAH)  OIE Regional Re ..."
1996,"[Russian Federation, Moscow] Federal Research Center of Epidemiology and Microbiology name ..."
1994,"[Russian Federation, Moscow] Federal Research Center of Epidemiology and Microbiology name ..."
1993,"[Russian Federation, Moscow] Federal Research Center of Epidemiology and Microbiology name ..."
3744,"[Russian Federation, Moscow] Gamaleya Research Institute of Epidemiology and Microbiology"
1751,"[Russian Federation, Saint Petersburg] Institute of Experimental Medicine"
1377,"[Russian Federation, Moscow] Ivanovsky Research Institute of Virology RAMS"
1749,"[Russian Federation, Moscow] Moscow Science-Research Institute of Epidemiology"
2652,"[Russian Federation, Moscow] N.F. Gamaleya Research Center for Epidemiology and Microbiolo ..."
1995,"[Russian Federation, Moscow] NIC Russia, Ivanovsky Research Institute of Virology"
2651,"[Russian Federation, Moscow] NIC Russia, Ivanovsky Research Institute of Virology"
3257,"[Russian Federation, Moscow] NRCEM Gamaleya"
1747,"[Russian Federation, Saint Petersburg] Research Institute of Experimental Medicine"
1754,"[Russian Federation, Novosibirsk] Research Institute of Experimental and Clinical Medicine"
2175,"[Russian Federation, Saint-Petersburg] Research Institute of Influenza"
1963,"[Russian Federation, Saint-Petersburg] Research Institute of Influenza, Ministry of Health ..."
207,"[Russian Federation, St. Petersburg] Russian Academy of Medical Sciences"
3671,"[Russian Federation, Saint-Petersburg] Smorodintsev Research Institute of Influenza"
333,"[Russian Federation, Koltsovo] State Research Center of Virology and Biotechnology (VECTOR ..."
2351,"[Russian Federation, f] State Research Center of Virology and Biotechnology (VECTOR) Emerg ..."
2447,"[Russian Federation, Tatarstan] Tatarstan"
3047,"[Russian Federation, Kazan] Tatarstan Hygienic and Epidemiological Center, Rospotrebnadzor"
2685,"[Russian Federation, Simferopol] The Center of Hygiene and Epidemiology in the Republic of ..."
336,"[Russian Federation, Saint Petersburg] WHO National Influenza Centre Russian Federation"
2285,"[Russian Federation, ff] ccc"
1712,"[Rwanda, Kigali] Rwanda Biomedical Center, National Reference Laboratory"
2467,"[Saint Lucia, Castries] Ministry of Health"
3684,"[Samoa, Apia] Tupua Tamases Meaole Hospital"
3530,"[Saudi Arabia, Riyadh] Asif Naeem"
3532,"[Saudi Arabia, Riyadh] Asif Naeem"
2245,"[Saudi Arabia, Madinah] General Laboratories and Blood Banks, Dept of Molecular Biology, R ..."
3531,"[Saudi Arabia, Riyadh] King Fahad Medical City"
1378,"[Saudi Arabia, Riyadh] Ministry of Health Riyadh"
1488,"[Senegal, Dakar] Institut Pasteur de Dakar"
3533,"[Senegal, Dakar] Institut Pasteur de Dakar"
248,"[Senegal, Dakar] Institut Pasteur de Dakar"
203,"[Serbia, Belgrade] Institute of Immunology and Virology Torlak"
1595,"[Serbia, Novi Sad ] Institute of Public Health"
2588,"[Seychelles, Victoria, Mahe Island] Public Health Lab"
2110,"[Seychelles, Victoria] Seychelles Public Health Laboratory"
3576,"[Sierra Leone, Freetown] Central Public Health Reference Laboratory"
2172,"[Sierra Leone, Freetown] Central Public Health Reference Laboratory"
1889,"[Singapore, Singapore] Agri-Food & Veterinary Authority of Singapore"
2244,"[Singapore, Singapore] Bioinformatics Institute Singapore"
2524,"[Singapore, Singapore] Bioinformatics Institute Singapore"
1780,"[Singapore, Singapore] Duke-NUS Graduate Medical School"
1781,"[Singapore, Singapore] Duke-NUS Graduate Medical School"
3615,"[Singapore, Singapore] GISAID Initiative (SIN)"
3734,"[Singapore, Queenstown] GISAID Initiative (SIN)"
175,"[Singapore, Singapore] Ministry of Health, Singapore"
3614,"[Singapore, Singapore] National Public Health Laboratory"
2478,"[Singapore, Singapore] National Public Health Laboratory"
136,"[Singapore, Singpore] National University Hospital"
138,"[Singapore, Singapore] Singapore General Hospital"
1566,"[Singapore, Singapore] Singapore General Hospital"
258,"[Singapore, Singapore] Tan Tock Seng Hospital"
1782,"[Singapore, Singapore] Tan Tock Seng Hospital"
2516,"[Singapore, Singapore] Wildlife Reserves Singapore"
3601,"[Slovakia, Bratislava] Comenius University Science Park"
3557,"[Slovakia, Bratislava] Geneton, s.r.o."
3597,"[Slovakia, Bratislava] Laboratory of Genomics and Bioinformatics, Comenius University Scie ..."
214,"[Slovakia, Bratislava] National Public Health Institute of Slovakia"
3600,"[Slovakia, Bratislava] Public Health Authority of the Slovak Republic"
3682,"[Slovakia, Zvolen] State Veterinary Institute"
219,"[Slovenia, Ljubljana] Laboratory for Virology, National Institute of Public Health"
1935,"[Slovenia, Lubljana] National Laboratory for Health Environment and Food"
178,"[Slovenia, Ljublana] University of Ljubljana"
271,"[Solomon Islands, Honiara] National Referral Hospital"
3409,"[Somalia, Mogadishu] Ministry of Health & Human Services"
3339,"[South Africa, Oudtshoorn] Assurecloud (Pty) Ltd"
3341,"[South Africa, Pretoria] Assurecloud (Pty) Ltd"
319,"[South Africa, Centurion] Avimune Pty Ltd"
3748,"[South Africa, Stellenbosch] Center for Epidemic Response and Innovation (CERI)"
3747,"[South Africa, Cape Town] Centre for Epidemic Response and Innovation (CERI), Stellenbosch ..."
2035,"[South Africa, Onderstepoort] Equine Research Centre- University of Pretoria"
3336,"[South Africa, Pretoria] Faculty of Veterinary Science, University of Pretoria"
35,"[South Africa, Sandringham-Johannesburg] National Institute for Communicable Disease"
3315,"[South Africa, Johannesburg] National Institute for Communicable Diseases (NICD)"
3513,"[South Africa, Johannesburg] National Institute for Communicable Diseases (NICD)"
2313,"[South Africa, Sandringham-Johannesburg] National Institute for Communicable Diseases (NIC ..."
2417,"[South Africa, Sandringham] National Institute for Communicable Diseases (NICD)"
3582,"[South Africa, Cape Town] Red Cross War Memorial Children’s Hospital"
3515,"[South Africa,  Centurion] SMT Veterinary Laboratory"
3583,"[South Africa, Cape Town] University of Cape Town"
3753,"[South Africa, Durban] University of KwaZulu-Natal"
3768,"[South Africa, Durban] University of KwaZulu-Natal"
3337,"[South Africa, Pretoria] University of Pretoria"
3213,"[South Africa, Johannesburg] University of the Witwatersrand"
3391,"[South Africa, Johannesburg] Vaccines and Infectious Diseases Analytics Research Unit"
3393,"[South Africa, Diepkloof] Vaccines and Infectious Diseases Analytics Research Unit"
1497,"[South Africa, Stellenbosch] Western Cape Provincial Veterinary Laboratory"
1499,"[South Africa, Stellenbosch] Western Cape Provincial Veterinary Laboratory"
1498,"[South Africa, Stellenbosch] Western Cape Provincial Veterinary Laboratory"
3212,"[South Africa, Johannesburg] Wits-VIDA"
226,"[Spain, Barcelona] Barcelona, Facultad de Medicina"
3770,"[Spain, SANTIAGO DE COMPOSTELA] COMPLEXO UNIVERSITARIO DE SANTIAGO DE COMPOSTELA (CHUS)"
2084,"[Spain, Madrid] Centro Nacional de Biotecnologia (CNB-CSIC)"
3405,"[Spain, Vigo] Complexo Hospitalario Universitario de Vigo"
3161,"[Spain, Sabadell] Corporació Sanitària Parc Taulí"
3625,"[Spain, Sevilla] Fundación Progreso y Salud"
3628,"[Spain, Seville] Fundación Progreso y Salud"
3404,"[Spain, Vigo] Galicia Sur Health Research Institute (IISGS)"
1537,"[Spain, Barcelona] Hospital Clínic"
1538,"[Spain, Barcelona] Hospital Clínic de Barcelona"
3771,"[Spain, Santiago de Compostela] Hospital Clínico Universitario de Santiago (CHUS)"
3787,"[Spain, Don Benito] Hospital Don Benito-Villanueva de la Serena"
3789,"[Spain, Llerena] Hospital General de Llerena"
3333,"[Spain, Lleida] Hospital Universitari Arnau de Vilanova"
3326,"[Spain, Girona] Hospital Universitari Doctor Josep Trueta"
3176,"[Spain, Badalona] Hospital Universitari Germans Trias i Pujol"
3180,"[Spain, Tarragona] Hospital Universitari Joan XXIII de Tarragona"
3162,"[Spain, Sabadell] Hospital Universitari Parc Taulí Sabadell / Corporació Consorci Sanitari ..."
3184,"[Spain, Reus] Hospital Universitari Sant Joan de Reus"
1533,"[Spain, Barcelona] Hospital Universitari Vall d'Hebron"
3327,"[Spain, L'Hospitalet de Llobregat] Hospital Universitari de Bellvitge"
3564,"[Spain, Vic] Hospital Universitari de Vic"
3319,"[Spain, Valencia] Hospital Universitari i Politècnic La Fe de València"
3272,"[Spain, Valencia] Hospital Universitario Doctor Peset"
3298,"[Spain, Madrid] Hospital Universitario La Paz"
3777,"[Spain, Badajoz] Hospital Universitario de Badajoz"
3790,"[Spain, Badajoz] Hospital Universitario de Badajoz"
3565,"[Spain, Tortosa] Hospital Verge de la Cinta"
3788,"[Spain, Mérida] Hospital de Mérida"
1660,"[Spain, Barcelona] Hospital de la Santa Creu i Sant Pau"
3299,"[Spain, Madrid] IdiPAZ Research Institute"
1131,"[Spain, Madrid-Majadahonda] Instituto de Salud Carlos III"
3115,"[Spain, Madrid] Laboratorio Central de Veterinaria"
3252,"[Spain, Villajoyosa, Alicante] Laboratorio de Microbiología. Hospital La Marina Baixa, Vil ..."
2099,"[Spain, Vigo] Servicio Galego de Saude"
1462,"[Spain, Pamplona] Servicio de Microbiología Clínica Universidad de Navarra"
1463,"[Spain, Pamplona] Servicio de Microbiología Complejo Hospitalario de Navarra"
2177,"[Spain, Madrid] Servicio de Microbiología Hospital 12 de Octubre"
3171,"[Spain, Ibiza] Servicio de Microbiología Hospital Can Misses"
1453,"[Spain, Oviedo] Servicio de Microbiología Hospital Central Universitario de Asturias"
3268,"[Spain, Melilla] Servicio de Microbiología Hospital Comarcal de Melilla"
1464,"[Spain, San Sebastian] Servicio de Microbiología Hospital Donostia"
3507,"[Spain, Madrid] Servicio de Microbiología Hospital General Universitario Gregorio Marañón"
3650,"[Spain, Elche] Servicio de Microbiología Hospital General Universitario de Elche"
3266,"[Spain, Las Palmas de Gran Canaria] Servicio de Microbiología Hospital Insular de Gran Can ..."
1457,"[Spain, Vigo] Servicio de Microbiología Hospital Meixoeiro"
1452,"[Spain, Zaragoza] Servicio de Microbiología Hospital Miguel Servet"
1460,"[Spain, Madrid] Servicio de Microbiología Hospital Ramón y Cajal"
3267,"[Spain, Tudela] Servicio de Microbiología Hospital Reina Sofía"
1459,"[Spain, Logroño] Servicio de Microbiología Hospital San Pedro"
1456,"[Spain, Cáceres] Servicio de Microbiología Hospital San Pedro de Alcántara"
1458,"[Spain, Orense] Servicio de Microbiología Hospital Santa María Nai"
3300,"[Spain, Madrid] Servicio de Microbiología Hospital Universitario La Paz"
2100,"[Spain, Santander] Servicio de Microbiología Hospital Universitario Marqués de Valdecilla"
1454,"[Spain, Palma de Mallorca] Servicio de Microbiología Hospital Universitario Son Espases"
3624,"[Spain, Sevilla] Servicio de Microbiología Hospital Universitario Virgen del Rocío"
3487,"[Spain, Bilbao] Servicio de Microbiología Hospital Universitario de Basurto"
1819,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1821,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1822,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1824,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1825,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1826,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1828,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1829,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1830,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1823,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1820,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
1827,"[Spain, Ceuta] Servicio de Microbiología Hospital Universitario de Ceuta"
3486,"[Spain, Barakaldo] Servicio de Microbiología Hospital Universitario de Cruces"
1455,"[Spain, Gran Canaria] Servicio de Microbiología Hospital Universitario de Gran Canaria Doc ..."
3485,"[Spain, Buenavista de Arriba] Servicio de Microbiología Hospital Universitario de La Palma"
1461,"[Spain, Murcia] Servicio de Microbiología Hospital Virgen de la Arrixaca"
1451,"[Spain, Granada] Servicio de Microbiología Hospital Virgen de las Nieves"
3318,"[Spain, Castellón de la Plana] Servicio de Microbiología. Hospital General Universitario d ..."
1597,"[Spain, Valencia] Subdireccion General de Epidemiologia y Vigilancia de la Salud"
1598,"[Spain, Valencia] Subdirección General de Epidemiología y Vigilancia de la Salud"
232,"[Spain, Valladolid] Universidad de Valladolid"
1989,"[Spain, Valladolid] Valladolid National Influenza Centre"
1986,"[Spain, Valladolid] Valladolid National Influenza Centre"
2326,"[Spain, Valencia] Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Ce ..."
2325,"[Spain, Valencia] Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
57,"[Sri Lanka, Colombo] Medical Research Institute"
2453,"[Sudan, Khartoum] National Public Health Laboratory"
2475,"[Suriname, Paramaribo] Central Laboratory, Bureau of Public Health"
2059,"[Suriname, Paramaribo] Institute for Biomedical Sciences"
2057,"[Suriname, Paramaribo] Institute for Biomedical Sciences"
3023,"[Sweden, Stockholm] European Centre for Disease Prevention and Control (ECDC)"
2288,"[Sweden, Solna] Karolinska Universitetssjukhuset, Karolinska Universitetslaboratoriet"
2290,"[Sweden, Solna] Karolinska Universitetssjukhuset, Karolinska Universitetslaboratoriet, Kli ..."
2289,"[Sweden, Stockholm] Karolinska Universitetssjukhuset, Karolinska Universitetslaboratoriet, ..."
2548,"[Sweden, Kalmar] Klinisk Mikrobiologi, Lanssjukhuset Kalmar"
2559,"[Sweden, Vaxjo] Klinisk mikrobiologi Vaxjo, Centrallasarettet"
2549,"[Sweden, Uppsala] Klinisk mikrobiologi, Akademiska sjukhuset Uppsala"
3652,"[Sweden, Karlskrona] Klinisk mikrobiologi, Blekingssjukhuset"
2552,"[Sweden, Karlstad] Klinisk mikrobiologi, Centralsjukhuset Karlstad"
2543,"[Sweden, Halmstad] Klinisk mikrobiologi, Hallands sjukhus Halmstad"
2547,"[Sweden, Stockholm] Klinisk mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska  ..."
2560,"[Sweden, Gavle] Klinisk mikrobiologi, Laboratoriemedicin Gavleborg, Gavle sjukhus"
2545,"[Sweden, Umea] Klinisk mikrobiologi, Laboratoriemedicin, Norrlands Universitetssjukhus Ume ..."
2555,"[Sweden, Trollhattan] Klinisk mikrobiologi, NU-sjukvarden Trollhattan"
2542,"[Sweden, Gothenburg] Klinisk mikrobiologi, Sahlgrenska Universitetssjukhuset Goteborg"
2550,"[Sweden, Linkoping] Klinisk mikrobiologi, Universitetssjukhuset Linkoping"
2546,"[Sweden, Stockholm] Klinisk mikrobiologi, Viruslab Huddinge,  Karolinska Universitetslabor ..."
2551,"[Sweden, Lund] Labmedicin, Klinisk mikrobiologi Lund"
2554,"[Sweden, Falun] Laboratoriemedicin Klinisk mikrobiologi, Falu lasarett"
2668,"[Sweden, Jonkoping] Laboratoriemedicin, Klinisk mikrobiologi, Lanssjukhuset Ryhov Jonkopin ..."
2541,"[Sweden, Lulea] Laboratoriemedicin, Mikrobiologiska laboratoriet, Sunderby sjukhus Lulea"
3651,"[Sweden, Ostersund] Laboratoriemedicin, Ostersunds sjukhus"
2544,"[Sweden, Orebro] Laboratoriemedicinska kliniken, Klinisk mikrobiologi, Universitetssjukhus ..."
2553,"[Sweden, Visby] Mikrobiologen, Visby Lasarett"
118,"[Sweden, Uppsala] National Veterinary Institute"
2604,"[Sweden, Uppsala] National Veterinary Institute, SVA"
122,"[Sweden, Solna] Public Health Agency of Sweden"
2286,"[Sweden, Solna] Public Health Agency of Sweden, Depatment of Microbiology"
2617,"[Sweden, Vasteras] Region Vastmanland, Laboratoriemedicin, Klinisk Mikrobiologi"
2556,"[Sweden, Boras] Sodra Alvsborgs Sjukhus, Laboratorium for klinisk mikrobiologi Boras"
2287,"[Sweden, Sundsvall] Sundsvalls sjukhus, Laboratoriemedicin Västernorrland"
1762,"[Sweden, Stockholm] Swedish Museum of Natural History"
1636,"[Sweden, Stockholm] Swedish National Institute for Communicable Disease Control"
2603,"[Sweden, Taby] Synlab Medilab, Klinisk mikrobiologi"
2558,"[Sweden, Solna] Unilabs Laboratoriemedicin Stockholm Solna"
2557,"[Sweden, Skovde] Unilabs Laboratoriemedicin Vastra Gotaland, Skaraborgs sjukhus Skovde"
2292,"[Sweden, Eskilstuna] Unilabs Mikrobiologi/Laboratoriemedicin, Mälarsjukhuset"
3148,"[Sweden, Gothenburg] University of Gothenburg"
1844,"[Switzerland, Bern] Equine Clinic, Department of Clinical Veterinary Medecine, Vetsuisse F ..."
2665,"[Switzerland, Basel] F. Hoffmann-La Roche Ltd"
2079,"[Switzerland, Bern] Faculty of Veterinary Medicine at the University of Bern"
310,"[Switzerland, Lausanne] GISAID Suisse"
2028,"[Switzerland, Mittelhäusern] Institut für Virologie und Immunologie - Bundesamt für Lebens ..."
3636,"[Switzerland, Mittelhäusern] Institute of Virology and Immunology (IVI)"
2078,"[Switzerland, Bern] Institute of Virology and Immunology IVI"
314,"[Switzerland, Geneva ] National Centre of Influenza"
3637,"[Switzerland, Zürich] Nationales Referenzlabor für Geflügel- und Kaninchenkrankheiten"
323,"[Switzerland, Geneva] Swiss Institute of Bioinformatics"
2037,"[Switzerland, Geneva] Swiss National Reference Centre for Influenza"
2249,"[Switzerland, Basel] University Hospital Basel"
2250,"[Switzerland, Basel] University Hospital Basel"
1475,"[Syrian Arab Republic, Damascus] Public Health Laboratories"
343,"[Taiwan, Tantzu] ADImmune Corporation"
1852,"[Taiwan, New Taipei City] Animal Health Research Institute"
1594,"[Taiwan, Tansui] Animal Health Research Institute"
1593,"[Taiwan, Taipei] Animal Health Research Institute (Taiwan)"
1047,"[Taiwan, Taipei, Taiwan 115, R.O.C] Center for Disease Control"
139,"[Taiwan, Taipei City] Center for Disease Control"
1714,"[Taiwan, Taipei] Centers for Disease Control"
1582,"[Taiwan, Taipei] Centers for Disease Control, R.O.C. (Taiwan)"
3781,"[Taiwan, Keelung] Chang Gung Memorial Hospital"
1579,"[Taiwan, Taipei City] Institute of Epidemiology and Preventive Medicine"
1580,"[Taiwan, Taipei City] Institute of Epidemiology and Preventive Medicine, National Taiwan U ..."
1012,"[Taiwan, Taoyuan] Lin-Kou Chang-Gung Memorial Hospital"
1578,"[Taiwan, Taipei] National Influenza Center, Centers for Disease Control"
1581,"[Taiwan, Taipei] National Taiwan University"
1577,"[Taiwan, Taipei] National Taiwan University Hospital and National Taiwan University Colleg ..."
1997,"[Tajikistan, Dushanbe] ""VEFA"" Center"
1750,"[Tajikistan, Dushanbe] State Sanitary Epidemiological Surveillance Services"
2514,"[Tanzania, United Republic of, Dar es Salaam] National Health Laboratory Quality Assurance ..."
1379,"[Tanzania, United Republic of, Dar-es-salaam] National Influenza Lab"
2512,"[Thailand, Pathumwan] Chulalongkorn University"
1010,"[Thailand, Bangkok] Chulalongkorn University"
1894,"[Thailand, Bangkok] Department of Microbiology,Faculty of Medicine Siriraj Hospital,Mahido ..."
1895,"[Thailand, Bangkok, Nakhon Pathom] Mahidol University"
1832,"[Thailand, Phutthamonthon Nakhonpathom] Mahidol University"
2520,"[Thailand, Nonthaburi] Ministry of Public Health, Thailand"
1426,"[Thailand, Bangkok] National Institute of Animal Health"
2643,"[Thailand, Nonthaburi] National Institute of Health Thailand"
2527,"[Thailand, Nonthaburi] National Instutute of health"
3721,"[Thailand, Thai Binh] Thai Binh Medical University"
1792,"[Thailand, Nonthaburi] Thai National Influenza Center"
1380,"[Thailand, Bangkok] Thailand MOPH-U.S. CDC Collaboration (IEIP)"
1381,"[Thailand, Bangkok] USAMC-AFRIMS Department of Virology"
32,"[Thailand, Nonthaburi] WHO National Influenza Centre, National Institute of Medical Resear ..."
264,"[Timor-Leste, Dili] Laboratório Nacional da Saúde"
3740,"[Timor-Leste, Dili] National Health Laboratory Timor Leste"
3739,"[Timor-Leste, Dili] National Health Laboratory Timor Leste"
1706,"[Togo, Lome] Institute National D'Hygiene"
2118,"[Togo, Lomè] Ministere de l'Agriculture, de l'Elevage et de l'Hydraulique"
2039,"[Togo, Lomé ] Ministère de l´Agriculture de l´Elevage et de la Pêche"
3780,"[Tonga, Nuku'alofa] Laboratory Service Vaiola Hospital Tongatapu"
1382,"[Trinidad and Tobago, Port of Spain] Caribbean Epidemiology Center"
2088,"[Tunisia, Tunis] Charles Nicolle's Hospital"
256,"[Tunisia, Tunis] Hopital Charles Nicolle"
2085,"[Tunisia, Tunis] National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory,  ..."
2670,"[Turkey, Istanbul] Gen Era Diagnostics Corporation"
1543,"[Turkey, Capa-Istanbul] Istanbul University"
2121,"[Turkey, Ankara] Ministry of Health Turkey"
1439,"[Turkey, Istanbul] Pendik Veterinary Control and Research Institute"
2523,"[Turkey, Ankara] Public Health Institutions of Turkey"
1034,"[Turkey, Sihhiye, Ankara] Refik Saydam National Public Health Agency"
2669,"[Turkey, Ankara] Turkish Society of Internal Medicine"
3606,"[Turkmenistan, Ashgabat] Public Health and Nutrition Center"
3605,"[Turkmenistan, Ashgabad] Public Health and Nutrition Center"
2314,"[Turkmenistan, Ashgabat] Turkmenistan Reference Laboratory"
3661,"[Tuvalu, Vaiaku] Princess Margaret Hospital"
3359,"[Uganda, Kampala] Infectious Diseases Research Collaboration (IDRC)"
3571,"[Uganda, Entebbe] Uganda Virus Research Institute"
2736,"[Uganda, Entebbe] Uganda Virus Research Institute"
3573,"[Uganda, Entebbe] Uganda Virus Research Institute (NIC)"
1383,"[Uganda, Entebbe] Uganda Virus Research Institute (UVRI), National Influenza Center"
3395,"[Ukraine, Kyiv] Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
204,"[Ukraine, Kiev] Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
2730,"[Ukraine, Kyiv] Institute of Veterinary Medicine"
272,"[Ukraine, Kiev] Ministry of Health of Ukraine"
1752,"[Ukraine, Kharkiv] NSC Institute of  Experimental and Clinical Veterynary Medicine"
3099,"[Ukraine, Kyiv] State Scientific and Research Institute of Laboratory Diagnostics and Vete ..."
2646,"[Ukraine, Simferopol] The Center of Hygiene and Epidemiology in the Republic of Crimea and ..."
1847,"[United Arab Emirates, Dubai] Central Veterinary Research Laboratory"
3640,"[United Arab Emirates, Abu Dhabi] Reference Laboratory for Infectious Disease (Surveillanc ..."
217,"[United Arab Emirates, Abu Dhabi] Shaikh Khalifa Medical City"
3641,"[United Arab Emirates, Abu Dhabi] Sheikh Khalifa Medical City (SKMC)"
3089,"[United Arab Emirates, Abu Dhabi] Sheikh Khalifa Medical City (SKMC)"
3140,"[United Kingdom, Liphook] 	Liphook Equine Hospital"
3093,"[United Kingdom, Belfast] AFBI - Agri-Food & Bioscience Institute"
1623,"[United Kingdom, Newmarket] Animal Health Trust"
1624,"[United Kingdom, Newmarket] Animal Health Trust"
1794,"[United Kingdom, Surrey] Animal and Plant Health Agency (APHA)"
3519,"[United Kingdom, New Haw] Animal and Plant Health Agency (APHA)"
304,"[United Kingdom, New Haw, Addlestone] Animal and Plant Health Agency (APHA)"
2667,"[United Kingdom, Newton Abbot] Axiom Veterinary Laboratories Ltd"
306,"[United Kingdom, London] Crick Worldwide Influenza Centre"
2119,"[United Kingdom, London] Department of Clinical Virology, University College London Hospit ..."
1494,"[United Kingdom, Glasgow] Gart Naval General Hospital"
3604,"[United Kingdom, London] London School of Hygiene & Tropical Medicine"
3610,"[United Kingdom, Liverpool] MedImmune AstraZeneca Global Operations"
1491,"[United Kingdom, Cardiff] Molecular Diagnostics Unit"
2139,"[United Kingdom, Glasgow] NHS Greater Glasgow and Clyde"
171,"[United Kingdom, South Mimms] National Institute for Biological Standards and Control (NIB ..."
342,"[United Kingdom, Potters Bar] National Institute for Biological Standards and Control (NIB ..."
302,"[United Kingdom, London] National Institute for Medical Research"
2353,"[United Kingdom, Hertfordshire] National Institute of Biological Standards and Control"
2170,"[United Kingdom, Cardiff] Public Health Wales Microbiology Cardiff"
3121,"[United Kingdom, Malton] Rainbow Equine Laboratory"
1487,"[United Kingdom, Belfast] Regional Virus Laboratory, Microbiology Department, Kelvin Build ..."
1486,"[United Kingdom, Belfast] Regional Virus Laboratory, Microbiology Department, Royal Victor ..."
1485,"[United Kingdom, Belfast] Regional Virus Laboratory, Microbiology Deptartment."
2269,"[United Kingdom, Newmarket] Rossdales Laboratories"
3138,"[United Kingdom, Newmarket  ] Rossdales Laboratories"
3178,"[United Kingdom, London] Royal Veterinary College"
3128,"[United Kingdom, Woking] The Pirbright Institute"
3139,"[United Kingdom, Tewkesbury] Three Counties Equine Hospital"
3701,"[United Kingdom, London] UK Health Security Agency (UKHSA)"
3250,"[United Kingdom, London] UK Health Security Agency (UKHSA)"
2466,"[United Kingdom, London] UK Health Security Agency - Colindale"
3702,"[United Kingdom, London] UKHSA / Respiratory Virus Unit"
3633,"[United Kingdom, London] United Kingdom Health Security Agency"
2109,"[United Kingdom, London] University College London"
3122,"[United Kingdom, Cambridge] University of Cambridge"
2696,"[United Kingdom, Cambridge] University of Cambridge"
2076,"[United Kingdom, Cambridge] University of Cambridge"
3177,"[United Kingdom, Cambridge] University of Cambridge"
3646,"[United Kingdom, Cambridge] University of Cambridge - Dept of Pathology"
1384,"[United Kingdom, Nottingham] University of Nottingham, Division of Epidemiology and Public ..."
3479,"[United Kingdom, Oxford] University of Oxford"
149,"[United Kingdom, Surrey] Veterinary Laboratories Agency, Weybridge"
1315,"[United States, Montgomery] ADPH Bureau of Clinical Laboratories"
3679,"[United States, Tempe] ASU Health Services"
1355,"[United States, Wilmington] Al duPont Hosp for Children"
1316,"[United States, Montgomery] Alabama State Laboratory"
1690,"[United States, Anchorage] Alaska State Public Health Laboratory"
1288,"[United States, Fairbanks] Alaska State Virology Lab"
1328,"[United States, Pittsburgh] Allegheny County Public Health Laboratory"
1326,"[United States, Phoenix] Arizona Department of Health Services"
3680,"[United States, Tempe] Arizona State University"
1307,"[United States, Little Rock] Arkansas Children's Hospital"
1308,"[United States, Little Rock] Arkansas Department of Health"
2058,"[United States, 30033] Atlanta VA Medical Center"
1295,"[United States, Houston] Baylor College of Medicine"
1988,"[United States, Temple] Baylor Scott and White Health"
1736,"[United States, Washington] Biomedical Advanced Research and Development Authority (BARDA)"
3494,"[United States, Fort Collins] CSU Veterinary Diagnostic Laboratories"
3500,"[United States, Fort Collins] CSU Veterinary Teaching Hospital"
1332,"[United States, Richmond] California Department of Health Services"
3713,"[United States, Atlanta] Center for Diseases Control and Prevention"
3712,"[United States, New York] Center for Research on Influenza Pathogenesis"
1646,"[United States, Los Angeles] Center for Tropical Research, University of California Los An ..."
300,"[United States, Atlanta] Centers for Disease Control and Prevention"
3784,"[United States, Atlanta] Centers for Disease Control and Prevention"
2423,"[United States, Atlanta] Centers for Disease Control and Prevention"
3080,"[United States, Atlanta] Centers for Disease Control and Prevention"
326,"[United States, Fort Collins] Centers for Epidemiology and Animal Health - USDA"
3373,"[United States, San Francisco] Chan Zuckerberg Initiative, LLC"
1269,"[United States, Charleston] Charleston Area Medical Center"
1321,"[United States, New Orleans] Children's Hospital of New Orleans"
2142,"[United States, Pittsburgh] Children's Hospital of Pittsburgh UPMC"
1271,"[United States, Chicago] Children's Memorial Hospital"
1418,"[United States, Omaha] Children's Memorial Hospital"
2124,"[United States, Kansas City] Children's Mercy Hospital"
2738,"[United States, Washington] Children's National Medical Center"
1274,"[United States, Cincinnati] Cincinnati Children's Hospital"
